COLLOCATES	WORDS	SPAN	CORPUS	SENTENCE_NUM	MATCHED_SENTENCE
suka	bahagia	'-2	corp_iNwsCrw2012_1M	stn._361925	ada <colloc span=-2>suka</colloc> duka <node>bahagia</node> sedih derita dan sebagainya
duka	bahagia	'-1	corp_iNwsCrw2012_1M	stn._361925	ada suka <colloc span=-1>duka</colloc> <node>bahagia</node> sedih derita dan sebagainya
sedih	bahagia	'1	corp_iNwsCrw2012_1M	stn._361925	ada suka duka <node>bahagia</node> <colloc span=1>sedih</colloc> derita dan sebagainya
derita	bahagia	'2	corp_iNwsCrw2012_1M	stn._361925	ada suka duka <node>bahagia</node> sedih <colloc span=2>derita</colloc> dan sebagainya
dan	bahagia	'3	corp_iNwsCrw2012_1M	stn._361925	ada suka duka <node>bahagia</node> sedih derita <colloc span=3>dan</colloc> sebagainya
sebagainya	bahagia	'4	corp_iNwsCrw2012_1M	stn._361925	ada suka duka <node>bahagia</node> sedih derita dan <colloc span=4>sebagainya</colloc>
sehingga	bahagia	'-4	corp_iNwsCrw2012_1M	stn._398918	<colloc span=-4>sehingga</colloc> pencarian menuju puncak-puncaknya <node>bahagia</node> diterjemahkan menjadi begitu banyak wajah
pencarian	bahagia	'-3	corp_iNwsCrw2012_1M	stn._398918	sehingga <colloc span=-3>pencarian</colloc> menuju puncak-puncaknya <node>bahagia</node> diterjemahkan menjadi begitu banyak wajah
menuju	bahagia	'-2	corp_iNwsCrw2012_1M	stn._398918	sehingga pencarian <colloc span=-2>menuju</colloc> puncak-puncaknya <node>bahagia</node> diterjemahkan menjadi begitu banyak wajah
puncak-puncaknya	bahagia	'-1	corp_iNwsCrw2012_1M	stn._398918	sehingga pencarian menuju <colloc span=-1>puncak-puncaknya</colloc> <node>bahagia</node> diterjemahkan menjadi begitu banyak wajah
diterjemahkan	bahagia	'1	corp_iNwsCrw2012_1M	stn._398918	sehingga pencarian menuju puncak-puncaknya <node>bahagia</node> <colloc span=1>diterjemahkan</colloc> menjadi begitu banyak wajah
menjadi	bahagia	'2	corp_iNwsCrw2012_1M	stn._398918	sehingga pencarian menuju puncak-puncaknya <node>bahagia</node> diterjemahkan <colloc span=2>menjadi</colloc> begitu banyak wajah
begitu	bahagia	'3	corp_iNwsCrw2012_1M	stn._398918	sehingga pencarian menuju puncak-puncaknya <node>bahagia</node> diterjemahkan menjadi <colloc span=3>begitu</colloc> banyak wajah
banyak	bahagia	'4	corp_iNwsCrw2012_1M	stn._398918	sehingga pencarian menuju puncak-puncaknya <node>bahagia</node> diterjemahkan menjadi begitu <colloc span=4>banyak</colloc> wajah
raut	bahagia	'-1	corp_iNwsCrw2012_1M	stn._412337	<colloc span=-1>raut</colloc> <node>bahagia</node> juga menghiasi wajah clinton dan istrinya menlu as hillary clinton
juga	bahagia	'1	corp_iNwsCrw2012_1M	stn._412337	raut <node>bahagia</node> <colloc span=1>juga</colloc> menghiasi wajah clinton dan istrinya menlu as hillary clinton
menghiasi	bahagia	'2	corp_iNwsCrw2012_1M	stn._412337	raut <node>bahagia</node> juga <colloc span=2>menghiasi</colloc> wajah clinton dan istrinya menlu as hillary clinton
wajah	bahagia	'3	corp_iNwsCrw2012_1M	stn._412337	raut <node>bahagia</node> juga menghiasi <colloc span=3>wajah</colloc> clinton dan istrinya menlu as hillary clinton
clinton	bahagia	'4	corp_iNwsCrw2012_1M	stn._412337	raut <node>bahagia</node> juga menghiasi wajah <colloc span=4>clinton</colloc> dan istrinya menlu as hillary clinton
dari	bahagia	'-4	corp_iNwsCrw2012_1M	stn._439117	meski secara tersirat dapat ditangkap sebuah amanat pesan yang mendalam pengarang ingin menyampaikan kepada pemirsa bahwa kehidupan poligami ternyata menyengsarakan dan menjauhkan <colloc span=-4>dari</colloc> rasa tenteram serta <node>bahagia</node>
rasa	bahagia	'-3	corp_iNwsCrw2012_1M	stn._439117	meski secara tersirat dapat ditangkap sebuah amanat pesan yang mendalam pengarang ingin menyampaikan kepada pemirsa bahwa kehidupan poligami ternyata menyengsarakan dan menjauhkan dari <colloc span=-3>rasa</colloc> tenteram serta <node>bahagia</node>
tenteram	bahagia	'-2	corp_iNwsCrw2012_1M	stn._439117	meski secara tersirat dapat ditangkap sebuah amanat pesan yang mendalam pengarang ingin menyampaikan kepada pemirsa bahwa kehidupan poligami ternyata menyengsarakan dan menjauhkan dari rasa <colloc span=-2>tenteram</colloc> serta <node>bahagia</node>
serta	bahagia	'-1	corp_iNwsCrw2012_1M	stn._439117	meski secara tersirat dapat ditangkap sebuah amanat pesan yang mendalam pengarang ingin menyampaikan kepada pemirsa bahwa kehidupan poligami ternyata menyengsarakan dan menjauhkan dari rasa tenteram <colloc span=-1>serta</colloc> <node>bahagia</node>
raut	bahagia	'-3	corp_iNwsCrw2012_1M	stn._482827	<colloc span=-3>raut</colloc> nyaman dan <node>bahagia</node> tampak jelas dari wajahnya yang ceria dan diliputi senyum
nyaman	bahagia	'-2	corp_iNwsCrw2012_1M	stn._482827	raut <colloc span=-2>nyaman</colloc> dan <node>bahagia</node> tampak jelas dari wajahnya yang ceria dan diliputi senyum
dan	bahagia	'-1	corp_iNwsCrw2012_1M	stn._482827	raut nyaman <colloc span=-1>dan</colloc> <node>bahagia</node> tampak jelas dari wajahnya yang ceria dan diliputi senyum
tampak	bahagia	'1	corp_iNwsCrw2012_1M	stn._482827	raut nyaman dan <node>bahagia</node> <colloc span=1>tampak</colloc> jelas dari wajahnya yang ceria dan diliputi senyum
jelas	bahagia	'2	corp_iNwsCrw2012_1M	stn._482827	raut nyaman dan <node>bahagia</node> tampak <colloc span=2>jelas</colloc> dari wajahnya yang ceria dan diliputi senyum
dari	bahagia	'3	corp_iNwsCrw2012_1M	stn._482827	raut nyaman dan <node>bahagia</node> tampak jelas <colloc span=3>dari</colloc> wajahnya yang ceria dan diliputi senyum
wajahnya	bahagia	'4	corp_iNwsCrw2012_1M	stn._482827	raut nyaman dan <node>bahagia</node> tampak jelas dari <colloc span=4>wajahnya</colloc> yang ceria dan diliputi senyum
agar	bahagia	'-4	corp_iNwsCrw2012_1M	stn._490102	standar kebahagiaan pun dikondisikan <colloc span=-4>agar</colloc> semua orang mengartikan <node>bahagia</node> itu jika mempunyai banyak uang gelar kedudukan yang tinggi dan hal lain yang berstandar pada materi
semua	bahagia	'-3	corp_iNwsCrw2012_1M	stn._490102	standar kebahagiaan pun dikondisikan agar <colloc span=-3>semua</colloc> orang mengartikan <node>bahagia</node> itu jika mempunyai banyak uang gelar kedudukan yang tinggi dan hal lain yang berstandar pada materi
orang	bahagia	'-2	corp_iNwsCrw2012_1M	stn._490102	standar kebahagiaan pun dikondisikan agar semua <colloc span=-2>orang</colloc> mengartikan <node>bahagia</node> itu jika mempunyai banyak uang gelar kedudukan yang tinggi dan hal lain yang berstandar pada materi
mengartikan	bahagia	'-1	corp_iNwsCrw2012_1M	stn._490102	standar kebahagiaan pun dikondisikan agar semua orang <colloc span=-1>mengartikan</colloc> <node>bahagia</node> itu jika mempunyai banyak uang gelar kedudukan yang tinggi dan hal lain yang berstandar pada materi
itu	bahagia	'1	corp_iNwsCrw2012_1M	stn._490102	standar kebahagiaan pun dikondisikan agar semua orang mengartikan <node>bahagia</node> <colloc span=1>itu</colloc> jika mempunyai banyak uang gelar kedudukan yang tinggi dan hal lain yang berstandar pada materi
jika	bahagia	'2	corp_iNwsCrw2012_1M	stn._490102	standar kebahagiaan pun dikondisikan agar semua orang mengartikan <node>bahagia</node> itu <colloc span=2>jika</colloc> mempunyai banyak uang gelar kedudukan yang tinggi dan hal lain yang berstandar pada materi
mempunyai	bahagia	'3	corp_iNwsCrw2012_1M	stn._490102	standar kebahagiaan pun dikondisikan agar semua orang mengartikan <node>bahagia</node> itu jika <colloc span=3>mempunyai</colloc> banyak uang gelar kedudukan yang tinggi dan hal lain yang berstandar pada materi
banyak	bahagia	'4	corp_iNwsCrw2012_1M	stn._490102	standar kebahagiaan pun dikondisikan agar semua orang mengartikan <node>bahagia</node> itu jika mempunyai <colloc span=4>banyak</colloc> uang gelar kedudukan yang tinggi dan hal lain yang berstandar pada materi
perasaan	bahagia	'-1	corp_iNwsCrw2012_1M	stn._509070	<colloc span=-1>perasaan</colloc> <node>bahagia</node> itu akan menular ke orang lain
itu	bahagia	'1	corp_iNwsCrw2012_1M	stn._509070	perasaan <node>bahagia</node> <colloc span=1>itu</colloc> akan menular ke orang lain
akan	bahagia	'2	corp_iNwsCrw2012_1M	stn._509070	perasaan <node>bahagia</node> itu <colloc span=2>akan</colloc> menular ke orang lain
menular	bahagia	'3	corp_iNwsCrw2012_1M	stn._509070	perasaan <node>bahagia</node> itu akan <colloc span=3>menular</colloc> ke orang lain
ke	bahagia	'4	corp_iNwsCrw2012_1M	stn._509070	perasaan <node>bahagia</node> itu akan menular <colloc span=4>ke</colloc> orang lain
demi	bahagia	'1	corp_iNwsCrw2012_1M	stn._551449	<node>bahagia</node> <colloc span=1>demi</colloc> bahagia telah dilaluinya
bahagia	bahagia	'2	corp_iNwsCrw2012_1M	stn._551449	<node>bahagia</node> demi <colloc span=2>bahagia</colloc> telah dilaluinya
telah	bahagia	'3	corp_iNwsCrw2012_1M	stn._551449	<node>bahagia</node> demi bahagia <colloc span=3>telah</colloc> dilaluinya
dilaluinya	bahagia	'4	corp_iNwsCrw2012_1M	stn._551449	<node>bahagia</node> demi bahagia telah <colloc span=4>dilaluinya</colloc>
bahagia	bahagia	'-2	corp_iNwsCrw2012_1M	stn._551449	<colloc span=-2>bahagia</colloc> demi <node>bahagia</node> telah dilaluinya
demi	bahagia	'-1	corp_iNwsCrw2012_1M	stn._551449	bahagia <colloc span=-1>demi</colloc> <node>bahagia</node> telah dilaluinya
telah	bahagia	'1	corp_iNwsCrw2012_1M	stn._551449	bahagia demi <node>bahagia</node> <colloc span=1>telah</colloc> dilaluinya
dilaluinya	bahagia	'2	corp_iNwsCrw2012_1M	stn._551449	bahagia demi <node>bahagia</node> telah <colloc span=2>dilaluinya</colloc>
rona	bahagia	'-1	corp_iNwsCrw2012_1M	stn._566362	<colloc span=-1>rona</colloc> <node>bahagia</node> tampak jelas di wajah jelita angel karamoy
tampak	bahagia	'1	corp_iNwsCrw2012_1M	stn._566362	rona <node>bahagia</node> <colloc span=1>tampak</colloc> jelas di wajah jelita angel karamoy
jelas	bahagia	'2	corp_iNwsCrw2012_1M	stn._566362	rona <node>bahagia</node> tampak <colloc span=2>jelas</colloc> di wajah jelita angel karamoy
di	bahagia	'3	corp_iNwsCrw2012_1M	stn._566362	rona <node>bahagia</node> tampak jelas <colloc span=3>di</colloc> wajah jelita angel karamoy
wajah	bahagia	'4	corp_iNwsCrw2012_1M	stn._566362	rona <node>bahagia</node> tampak jelas di <colloc span=4>wajah</colloc> jelita angel karamoy
takut	bahagia	'-1	corp_iNwsCrw2012_1M	stn._579560	<colloc span=-1>takut</colloc> <node>bahagia</node> cemas semua bercampur jadi satu
cemas	bahagia	'1	corp_iNwsCrw2012_1M	stn._579560	takut <node>bahagia</node> <colloc span=1>cemas</colloc> semua bercampur jadi satu
semua	bahagia	'2	corp_iNwsCrw2012_1M	stn._579560	takut <node>bahagia</node> cemas <colloc span=2>semua</colloc> bercampur jadi satu
bercampur	bahagia	'3	corp_iNwsCrw2012_1M	stn._579560	takut <node>bahagia</node> cemas semua <colloc span=3>bercampur</colloc> jadi satu
jadi	bahagia	'4	corp_iNwsCrw2012_1M	stn._579560	takut <node>bahagia</node> cemas semua bercampur <colloc span=4>jadi</colloc> satu
rasa	bahagia	'-3	corp_iNwsCrw2012_1M	stn._650704	<colloc span=-3>rasa</colloc> haru bercampur <node>bahagia</node> terpancar dari wajah masadi saat dipertemukan dengan rekan-rekan kerjanya di kementrian luar negeri di jalan taman pejambon jakarta pusat senin malam
haru	bahagia	'-2	corp_iNwsCrw2012_1M	stn._650704	rasa <colloc span=-2>haru</colloc> bercampur <node>bahagia</node> terpancar dari wajah masadi saat dipertemukan dengan rekan-rekan kerjanya di kementrian luar negeri di jalan taman pejambon jakarta pusat senin malam
bercampur	bahagia	'-1	corp_iNwsCrw2012_1M	stn._650704	rasa haru <colloc span=-1>bercampur</colloc> <node>bahagia</node> terpancar dari wajah masadi saat dipertemukan dengan rekan-rekan kerjanya di kementrian luar negeri di jalan taman pejambon jakarta pusat senin malam
terpancar	bahagia	'1	corp_iNwsCrw2012_1M	stn._650704	rasa haru bercampur <node>bahagia</node> <colloc span=1>terpancar</colloc> dari wajah masadi saat dipertemukan dengan rekan-rekan kerjanya di kementrian luar negeri di jalan taman pejambon jakarta pusat senin malam
dari	bahagia	'2	corp_iNwsCrw2012_1M	stn._650704	rasa haru bercampur <node>bahagia</node> terpancar <colloc span=2>dari</colloc> wajah masadi saat dipertemukan dengan rekan-rekan kerjanya di kementrian luar negeri di jalan taman pejambon jakarta pusat senin malam
wajah	bahagia	'3	corp_iNwsCrw2012_1M	stn._650704	rasa haru bercampur <node>bahagia</node> terpancar dari <colloc span=3>wajah</colloc> masadi saat dipertemukan dengan rekan-rekan kerjanya di kementrian luar negeri di jalan taman pejambon jakarta pusat senin malam
masadi	bahagia	'4	corp_iNwsCrw2012_1M	stn._650704	rasa haru bercampur <node>bahagia</node> terpancar dari wajah <colloc span=4>masadi</colloc> saat dipertemukan dengan rekan-rekan kerjanya di kementrian luar negeri di jalan taman pejambon jakarta pusat senin malam
hollywood	bahagia	'-4	corp_iNwsCrw2012_1M	stn._662450	sejumlah perempuan selebrita <colloc span=-4>hollywood</colloc> telah mengekpresikan rasa <node>bahagia</node> dan kebanggaan mereka saat hamil dengan berpose bugil di majalah
telah	bahagia	'-3	corp_iNwsCrw2012_1M	stn._662450	sejumlah perempuan selebrita hollywood <colloc span=-3>telah</colloc> mengekpresikan rasa <node>bahagia</node> dan kebanggaan mereka saat hamil dengan berpose bugil di majalah
mengekpresikan	bahagia	'-2	corp_iNwsCrw2012_1M	stn._662450	sejumlah perempuan selebrita hollywood telah <colloc span=-2>mengekpresikan</colloc> rasa <node>bahagia</node> dan kebanggaan mereka saat hamil dengan berpose bugil di majalah
rasa	bahagia	'-1	corp_iNwsCrw2012_1M	stn._662450	sejumlah perempuan selebrita hollywood telah mengekpresikan <colloc span=-1>rasa</colloc> <node>bahagia</node> dan kebanggaan mereka saat hamil dengan berpose bugil di majalah
dan	bahagia	'1	corp_iNwsCrw2012_1M	stn._662450	sejumlah perempuan selebrita hollywood telah mengekpresikan rasa <node>bahagia</node> <colloc span=1>dan</colloc> kebanggaan mereka saat hamil dengan berpose bugil di majalah
kebanggaan	bahagia	'2	corp_iNwsCrw2012_1M	stn._662450	sejumlah perempuan selebrita hollywood telah mengekpresikan rasa <node>bahagia</node> dan <colloc span=2>kebanggaan</colloc> mereka saat hamil dengan berpose bugil di majalah
mereka	bahagia	'3	corp_iNwsCrw2012_1M	stn._662450	sejumlah perempuan selebrita hollywood telah mengekpresikan rasa <node>bahagia</node> dan kebanggaan <colloc span=3>mereka</colloc> saat hamil dengan berpose bugil di majalah
saat	bahagia	'4	corp_iNwsCrw2012_1M	stn._662450	sejumlah perempuan selebrita hollywood telah mengekpresikan rasa <node>bahagia</node> dan kebanggaan mereka <colloc span=4>saat</colloc> hamil dengan berpose bugil di majalah
menyampaikan	bahagia	'-4	corp_iNwsCrw2012_1M	stn._681413	wajar apabila masyarakat <colloc span=-4>menyampaikan</colloc> rasa terhibur dan <node>bahagia</node> ketika mereka bertemu presiden sby dan ibu negara
rasa	bahagia	'-3	corp_iNwsCrw2012_1M	stn._681413	wajar apabila masyarakat menyampaikan <colloc span=-3>rasa</colloc> terhibur dan <node>bahagia</node> ketika mereka bertemu presiden sby dan ibu negara
terhibur	bahagia	'-2	corp_iNwsCrw2012_1M	stn._681413	wajar apabila masyarakat menyampaikan rasa <colloc span=-2>terhibur</colloc> dan <node>bahagia</node> ketika mereka bertemu presiden sby dan ibu negara
dan	bahagia	'-1	corp_iNwsCrw2012_1M	stn._681413	wajar apabila masyarakat menyampaikan rasa terhibur <colloc span=-1>dan</colloc> <node>bahagia</node> ketika mereka bertemu presiden sby dan ibu negara
ketika	bahagia	'1	corp_iNwsCrw2012_1M	stn._681413	wajar apabila masyarakat menyampaikan rasa terhibur dan <node>bahagia</node> <colloc span=1>ketika</colloc> mereka bertemu presiden sby dan ibu negara
mereka	bahagia	'2	corp_iNwsCrw2012_1M	stn._681413	wajar apabila masyarakat menyampaikan rasa terhibur dan <node>bahagia</node> ketika <colloc span=2>mereka</colloc> bertemu presiden sby dan ibu negara
bertemu	bahagia	'3	corp_iNwsCrw2012_1M	stn._681413	wajar apabila masyarakat menyampaikan rasa terhibur dan <node>bahagia</node> ketika mereka <colloc span=3>bertemu</colloc> presiden sby dan ibu negara
presiden	bahagia	'4	corp_iNwsCrw2012_1M	stn._681413	wajar apabila masyarakat menyampaikan rasa terhibur dan <node>bahagia</node> ketika mereka bertemu <colloc span=4>presiden</colloc> sby dan ibu negara
yang	bahagia	'-4	corp_iNwsCrw2012_1M	stn._685819	 kita lihat masyarakat <colloc span=-4>yang</colloc> datang banyak raut-raut <node>bahagia</node> karena mereka mendapatkan layanan pengobatan ini papar rudi
datang	bahagia	'-3	corp_iNwsCrw2012_1M	stn._685819	 kita lihat masyarakat yang <colloc span=-3>datang</colloc> banyak raut-raut <node>bahagia</node> karena mereka mendapatkan layanan pengobatan ini papar rudi
banyak	bahagia	'-2	corp_iNwsCrw2012_1M	stn._685819	 kita lihat masyarakat yang datang <colloc span=-2>banyak</colloc> raut-raut <node>bahagia</node> karena mereka mendapatkan layanan pengobatan ini papar rudi
raut-raut	bahagia	'-1	corp_iNwsCrw2012_1M	stn._685819	 kita lihat masyarakat yang datang banyak <colloc span=-1>raut-raut</colloc> <node>bahagia</node> karena mereka mendapatkan layanan pengobatan ini papar rudi
karena	bahagia	'1	corp_iNwsCrw2012_1M	stn._685819	 kita lihat masyarakat yang datang banyak raut-raut <node>bahagia</node> <colloc span=1>karena</colloc> mereka mendapatkan layanan pengobatan ini papar rudi
mereka	bahagia	'2	corp_iNwsCrw2012_1M	stn._685819	 kita lihat masyarakat yang datang banyak raut-raut <node>bahagia</node> karena <colloc span=2>mereka</colloc> mendapatkan layanan pengobatan ini papar rudi
mendapatkan	bahagia	'3	corp_iNwsCrw2012_1M	stn._685819	 kita lihat masyarakat yang datang banyak raut-raut <node>bahagia</node> karena mereka <colloc span=3>mendapatkan</colloc> layanan pengobatan ini papar rudi
layanan	bahagia	'4	corp_iNwsCrw2012_1M	stn._685819	 kita lihat masyarakat yang datang banyak raut-raut <node>bahagia</node> karena mereka mendapatkan <colloc span=4>layanan</colloc> pengobatan ini papar rudi
tak	bahagia	'-4	corp_iNwsCrw2012_1M	stn._699967	hanya saja ada sejumlah kepsek dari sembilan kabupaten kota <colloc span=-4>tak</colloc> dapat menahan rasa <node>bahagia</node>
dapat	bahagia	'-3	corp_iNwsCrw2012_1M	stn._699967	hanya saja ada sejumlah kepsek dari sembilan kabupaten kota tak <colloc span=-3>dapat</colloc> menahan rasa <node>bahagia</node>
menahan	bahagia	'-2	corp_iNwsCrw2012_1M	stn._699967	hanya saja ada sejumlah kepsek dari sembilan kabupaten kota tak dapat <colloc span=-2>menahan</colloc> rasa <node>bahagia</node>
rasa	bahagia	'-1	corp_iNwsCrw2012_1M	stn._699967	hanya saja ada sejumlah kepsek dari sembilan kabupaten kota tak dapat menahan <colloc span=-1>rasa</colloc> <node>bahagia</node>
kuat	bahagia	'-4	corp_iNwsCrw2012_1M	stn._700459	tapi bagi lelaki ada perasaan emosional tersendiri yang lebih <colloc span=-4>kuat</colloc> saat melihat rona <node>bahagia</node> di mata orang tuanya
saat	bahagia	'-3	corp_iNwsCrw2012_1M	stn._700459	tapi bagi lelaki ada perasaan emosional tersendiri yang lebih kuat <colloc span=-3>saat</colloc> melihat rona <node>bahagia</node> di mata orang tuanya
melihat	bahagia	'-2	corp_iNwsCrw2012_1M	stn._700459	tapi bagi lelaki ada perasaan emosional tersendiri yang lebih kuat saat <colloc span=-2>melihat</colloc> rona <node>bahagia</node> di mata orang tuanya
rona	bahagia	'-1	corp_iNwsCrw2012_1M	stn._700459	tapi bagi lelaki ada perasaan emosional tersendiri yang lebih kuat saat melihat <colloc span=-1>rona</colloc> <node>bahagia</node> di mata orang tuanya
di	bahagia	'1	corp_iNwsCrw2012_1M	stn._700459	tapi bagi lelaki ada perasaan emosional tersendiri yang lebih kuat saat melihat rona <node>bahagia</node> <colloc span=1>di</colloc> mata orang tuanya
mata	bahagia	'2	corp_iNwsCrw2012_1M	stn._700459	tapi bagi lelaki ada perasaan emosional tersendiri yang lebih kuat saat melihat rona <node>bahagia</node> di <colloc span=2>mata</colloc> orang tuanya
orang	bahagia	'3	corp_iNwsCrw2012_1M	stn._700459	tapi bagi lelaki ada perasaan emosional tersendiri yang lebih kuat saat melihat rona <node>bahagia</node> di mata <colloc span=3>orang</colloc> tuanya
tuanya	bahagia	'4	corp_iNwsCrw2012_1M	stn._700459	tapi bagi lelaki ada perasaan emosional tersendiri yang lebih kuat saat melihat rona <node>bahagia</node> di mata orang <colloc span=4>tuanya</colloc>
pancaran	bahagia	'-1	corp_iNwsCrw2012_1M	stn._713779	<colloc span=-1>pancaran</colloc> <node>bahagia</node> jadi sering kulihat dari mata istriku dan juga mata prihatin anakku
jadi	bahagia	'1	corp_iNwsCrw2012_1M	stn._713779	pancaran <node>bahagia</node> <colloc span=1>jadi</colloc> sering kulihat dari mata istriku dan juga mata prihatin anakku
sering	bahagia	'2	corp_iNwsCrw2012_1M	stn._713779	pancaran <node>bahagia</node> jadi <colloc span=2>sering</colloc> kulihat dari mata istriku dan juga mata prihatin anakku
kulihat	bahagia	'3	corp_iNwsCrw2012_1M	stn._713779	pancaran <node>bahagia</node> jadi sering <colloc span=3>kulihat</colloc> dari mata istriku dan juga mata prihatin anakku
dari	bahagia	'4	corp_iNwsCrw2012_1M	stn._713779	pancaran <node>bahagia</node> jadi sering kulihat <colloc span=4>dari</colloc> mata istriku dan juga mata prihatin anakku
yang	bahagia	'-4	corp_iNwsCrw2012_1M	stn._731935	banyak orang kaya <colloc span=-4>yang</colloc> hidupnya jauh dari <node>bahagia</node>
hidupnya	bahagia	'-3	corp_iNwsCrw2012_1M	stn._731935	banyak orang kaya yang <colloc span=-3>hidupnya</colloc> jauh dari <node>bahagia</node>
jauh	bahagia	'-2	corp_iNwsCrw2012_1M	stn._731935	banyak orang kaya yang hidupnya <colloc span=-2>jauh</colloc> dari <node>bahagia</node>
dari	bahagia	'-1	corp_iNwsCrw2012_1M	stn._731935	banyak orang kaya yang hidupnya jauh <colloc span=-1>dari</colloc> <node>bahagia</node>
95	bahagia	'-4	corp_iNwsCrw2012_1M	stn._739831	saya harap dia dapat bermain <colloc span=-4>95</colloc> persen dengan rasa <node>bahagia</node> agar tiap orang tahu bahwa dia berhak mendapatkan sesuatu yang lebih katanya
persen	bahagia	'-3	corp_iNwsCrw2012_1M	stn._739831	saya harap dia dapat bermain 95 <colloc span=-3>persen</colloc> dengan rasa <node>bahagia</node> agar tiap orang tahu bahwa dia berhak mendapatkan sesuatu yang lebih katanya
dengan	bahagia	'-2	corp_iNwsCrw2012_1M	stn._739831	saya harap dia dapat bermain 95 persen <colloc span=-2>dengan</colloc> rasa <node>bahagia</node> agar tiap orang tahu bahwa dia berhak mendapatkan sesuatu yang lebih katanya
rasa	bahagia	'-1	corp_iNwsCrw2012_1M	stn._739831	saya harap dia dapat bermain 95 persen dengan <colloc span=-1>rasa</colloc> <node>bahagia</node> agar tiap orang tahu bahwa dia berhak mendapatkan sesuatu yang lebih katanya
agar	bahagia	'1	corp_iNwsCrw2012_1M	stn._739831	saya harap dia dapat bermain 95 persen dengan rasa <node>bahagia</node> <colloc span=1>agar</colloc> tiap orang tahu bahwa dia berhak mendapatkan sesuatu yang lebih katanya
tiap	bahagia	'2	corp_iNwsCrw2012_1M	stn._739831	saya harap dia dapat bermain 95 persen dengan rasa <node>bahagia</node> agar <colloc span=2>tiap</colloc> orang tahu bahwa dia berhak mendapatkan sesuatu yang lebih katanya
orang	bahagia	'3	corp_iNwsCrw2012_1M	stn._739831	saya harap dia dapat bermain 95 persen dengan rasa <node>bahagia</node> agar tiap <colloc span=3>orang</colloc> tahu bahwa dia berhak mendapatkan sesuatu yang lebih katanya
tahu	bahagia	'4	corp_iNwsCrw2012_1M	stn._739831	saya harap dia dapat bermain 95 persen dengan rasa <node>bahagia</node> agar tiap orang <colloc span=4>tahu</colloc> bahwa dia berhak mendapatkan sesuatu yang lebih katanya
beragam	bahagia	'-2	corp_iNwsCrw2012_1M	stn._744318	<colloc span=-2>beragam</colloc> ekspresi <node>bahagia</node> ditunjukkan oleh warga pengungsi yang dipulangkan ke rumah masing-masing setelah pusat volkanologi dan mitigasi bencana geologi menetapkan status siaga bagi gunung kelud
ekspresi	bahagia	'-1	corp_iNwsCrw2012_1M	stn._744318	beragam <colloc span=-1>ekspresi</colloc> <node>bahagia</node> ditunjukkan oleh warga pengungsi yang dipulangkan ke rumah masing-masing setelah pusat volkanologi dan mitigasi bencana geologi menetapkan status siaga bagi gunung kelud
ditunjukkan	bahagia	'1	corp_iNwsCrw2012_1M	stn._744318	beragam ekspresi <node>bahagia</node> <colloc span=1>ditunjukkan</colloc> oleh warga pengungsi yang dipulangkan ke rumah masing-masing setelah pusat volkanologi dan mitigasi bencana geologi menetapkan status siaga bagi gunung kelud
oleh	bahagia	'2	corp_iNwsCrw2012_1M	stn._744318	beragam ekspresi <node>bahagia</node> ditunjukkan <colloc span=2>oleh</colloc> warga pengungsi yang dipulangkan ke rumah masing-masing setelah pusat volkanologi dan mitigasi bencana geologi menetapkan status siaga bagi gunung kelud
warga	bahagia	'3	corp_iNwsCrw2012_1M	stn._744318	beragam ekspresi <node>bahagia</node> ditunjukkan oleh <colloc span=3>warga</colloc> pengungsi yang dipulangkan ke rumah masing-masing setelah pusat volkanologi dan mitigasi bencana geologi menetapkan status siaga bagi gunung kelud
pengungsi	bahagia	'4	corp_iNwsCrw2012_1M	stn._744318	beragam ekspresi <node>bahagia</node> ditunjukkan oleh warga <colloc span=4>pengungsi</colloc> yang dipulangkan ke rumah masing-masing setelah pusat volkanologi dan mitigasi bencana geologi menetapkan status siaga bagi gunung kelud
semua	bahagia	'-4	corp_iNwsCrw2012_1M	stn._767635	dengan gayanya yang khas tdw mengajak <colloc span=-4>semua</colloc> peserta untuk merasakan <node>bahagia</node> tanpa syarat
peserta	bahagia	'-3	corp_iNwsCrw2012_1M	stn._767635	dengan gayanya yang khas tdw mengajak semua <colloc span=-3>peserta</colloc> untuk merasakan <node>bahagia</node> tanpa syarat
untuk	bahagia	'-2	corp_iNwsCrw2012_1M	stn._767635	dengan gayanya yang khas tdw mengajak semua peserta <colloc span=-2>untuk</colloc> merasakan <node>bahagia</node> tanpa syarat
merasakan	bahagia	'-1	corp_iNwsCrw2012_1M	stn._767635	dengan gayanya yang khas tdw mengajak semua peserta untuk <colloc span=-1>merasakan</colloc> <node>bahagia</node> tanpa syarat
tanpa	bahagia	'1	corp_iNwsCrw2012_1M	stn._767635	dengan gayanya yang khas tdw mengajak semua peserta untuk merasakan <node>bahagia</node> <colloc span=1>tanpa</colloc> syarat
syarat	bahagia	'2	corp_iNwsCrw2012_1M	stn._767635	dengan gayanya yang khas tdw mengajak semua peserta untuk merasakan <node>bahagia</node> tanpa <colloc span=2>syarat</colloc>
israel	bahagia	'-2	corp_iNwsCrw2012_1M	stn._790462	 <colloc span=-2>israel</colloc> merasakan <node>bahagia</node> yang dirasakan oleh rakyat as setelah tewasnya osama kata netanyahu
