COLLOCATES	WORDS	SPAN	CORPUS	SENTENCE_NUM	MATCHED_SENTENCE
senang	bahagia	'-3	corp_iWeb2012_1M	stn._490729	rasa <colloc span=-3>senang</colloc> sedih kecewa <node>bahagia</node> cemas dn sebagainya NA
lagu	bahagia	'-3	corp_iWeb2012_1M	stn._497251	menyanyikan <colloc span=-3>lagu</colloc> cinta penuh <node>bahagia</node> NA NA NA NA
perasaan	bahagia	'-3	corp_iWeb2012_1M	stn._498188	NA <colloc span=-3>perasaan</colloc> senang dan <node>bahagia</node> yang tidak terlukiskan yang
kita	bahagia	'-3	corp_iWeb2012_1M	stn._547708	NA <colloc span=-3>kita</colloc> hidup mencari <node>bahagia</node> harta dunia kendaraannya NA
nantinya	bahagia	'-3	corp_iWeb2012_1M	stn._548775	yang <colloc span=-3>nantinya</colloc> memunculkan perasaan <node>bahagia</node> dan tidak stres NA
juga	bahagia	'-3	corp_iWeb2012_1M	stn._562253	dialah <colloc span=-3>juga</colloc> yang menghamparkan <node>bahagia</node> NA NA NA NA
berbunga-bunga	bahagia	'-3	corp_iWeb2012_1M	stn._565264	NA <colloc span=-3>berbunga-bunga</colloc> wajahnya penuh <node>bahagia</node> NA NA NA NA
suka	bahagia	'-3	corp_iWeb2012_1M	stn._570599	rasa <colloc span=-3>suka</colloc> cita dan <node>bahagia</node> atas kelahiran seorang anak
hidup	bahagia	'-3	corp_iWeb2012_1M	stn._570728	akan <colloc span=-3>hidup</colloc> dalam keadaan <node>bahagia</node> atau tidak NA NA
marah	bahagia	'-3	corp_iWeb2012_1M	stn._579965	kecewa <colloc span=-3>marah</colloc> benci cinta <node>bahagia</node> dan sebagainya NA NA
dan	bahagia	'-3	corp_iWeb2012_1M	stn._596818	percaya <colloc span=-3>dan</colloc> menghayati arti <node>bahagia</node> NA NA NA NA
perasaan	bahagia	'-3	corp_iWeb2012_1M	stn._612564	berbagai <colloc span=-3>perasaan</colloc> gembira dan <node>bahagia</node> menyelimuti dirinya NA NA
jalan	bahagia	'-3	corp_iWeb2012_1M	stn._612954	adalah <colloc span=-3>jalan</colloc> terbaik menuju <node>bahagia</node> NA NA NA NA
baru	bahagia	'-3	corp_iWeb2012_1M	stn._613607	dua <colloc span=-3>baru</colloc> menjamin tercapainya <node>bahagia</node> NA NA NA NA
dan	bahagia	'-3	corp_iWeb2012_1M	stn._616730	meningkat <colloc span=-3>dan</colloc> perasaan senang <node>bahagia</node> dan cinta juga meningkat
baik	bahagia	'-3	corp_iWeb2012_1M	stn._618804	tujuan <colloc span=-3>baik</colloc> dalam keadan <node>bahagia</node> maupun menderita persatuan harus
anda	bahagia	'-3	corp_iWeb2012_1M	stn._619866	bahwa <colloc span=-3>anda</colloc> tetap dikaruniai <node>bahagia</node> bila berpesan kepada ibu
nanti	bahagia	'-3	corp_iWeb2012_1M	stn._626313	sana <colloc span=-3>nanti</colloc> sama ada <node>bahagia</node> atau derita NA NA
selalu	bahagia	'-3	corp_iWeb2012_1M	stn._633591	malam <colloc span=-3>selalu</colloc> terbayang-bayang mengharap <node>bahagia</node> kan datang menjelang NA
jauh	bahagia	'-3	corp_iWeb2012_1M	stn._635526	masih <colloc span=-3>jauh</colloc> dari kondisi <node>bahagia</node> bahkan untuk tersenyum saja
mendapat	bahagia	'-3	corp_iWeb2012_1M	stn._644003	peluang <colloc span=-3>mendapat</colloc> rahmat dan <node>bahagia</node> dunia akhirat NA NA
dengan	bahagia	'-3	corp_iWeb2012_1M	stn._653961	NA <colloc span=-3>dengan</colloc> melibatkan rasa <node>bahagia</node> senang kita jauh lebih
dapat	bahagia	'-3	corp_iWeb2012_1M	stn._655791	orang <colloc span=-3>dapat</colloc> menyembunyikan rasa <node>bahagia</node> dan sedihnya NA NA
saja	bahagia	'-3	corp_iWeb2012_1M	stn._665483	apa <colloc span=-3>saja</colloc> demi mengecapi <node>bahagia</node> yang selama ini dirasakan
tentu	bahagia	'-3	corp_iWeb2012_1M	stn._668453	muslimah <colloc span=-3>tentu</colloc> kita menginginkan <node>bahagia</node> didunia dan selamat diakhirat
yang	bahagia	'-3	corp_iWeb2012_1M	stn._678246	musik <colloc span=-3>yang</colloc> melahirkan rasa <node>bahagia</node> tetapi juga kudus ada
ketidakmampuan	bahagia	'-3	corp_iWeb2012_1M	stn._689534	dengan <colloc span=-3>ketidakmampuan</colloc> menciptakan rasa <node>bahagia</node> di dalam NA NA
dapat	bahagia	'-3	corp_iWeb2012_1M	stn._692034	tidak <colloc span=-3>dapat</colloc> menggambarkan rasa <node>bahagia</node> yang bercampur haru saat
pikiran	bahagia	'-3	corp_iWeb2012_1M	stn._727341	mengejar <colloc span=-3>pikiran</colloc> dan perasaan <node>bahagia</node> NA NA NA NA
berharap	bahagia	'-3	corp_iWeb2012_1M	stn._742359	mereka <colloc span=-3>berharap</colloc> mudah-mudahan memperoleh <node>bahagia</node> dan damai NA NA
pernah	bahagia	'-3	corp_iWeb2012_1M	stn._743778	pasti <colloc span=-3>pernah</colloc> mengalami rasa <node>bahagia</node> senang gembira dan lain
keharuan	bahagia	'-3	corp_iWeb2012_1M	stn._752525	penuh <colloc span=-3>keharuan</colloc> dan perasaan <node>bahagia</node> NA NA NA NA
untuk	bahagia	'-3	corp_iWeb2012_1M	stn._761616	NA <colloc span=-3>untuk</colloc> mengapresiasikan rasa <node>bahagia</node> yang akan mereka raih
pada	bahagia	'-3	corp_iWeb2012_1M	stn._765976	nya <colloc span=-3>pada</colloc> ku dan <node>bahagia</node> mu letak nya pada
mu	bahagia	'-3	corp_iWeb2012_1M	stn._765976	pada <colloc span=-3>mu</colloc> aku mengandung <node>bahagia</node> dan engkau mengadung bahagia
dan	bahagia	'-3	corp_iWeb2012_1M	stn._765976	bahagia <colloc span=-3>dan</colloc> engkau mengadung <node>bahagia</node> untuk merasakan dan mendapatkan
dan	bahagia	'-3	corp_iWeb2012_1M	stn._765976	merasakan <colloc span=-3>dan</colloc> mendapatkan itu <node>bahagia</node> tentu engkau harus melahirkan
perasaan	bahagia	'-3	corp_iWeb2012_1M	stn._776233	pada <colloc span=-3>perasaan</colloc> sejahtera dan <node>bahagia</node> NA NA NA NA
itu	bahagia	'-3	corp_iWeb2012_1M	stn._779892	hidup <colloc span=-3>itu</colloc> penyebab hilangnya <node>bahagia</node> maka kita sudah termasuk
waktunya	bahagia	'-3	corp_iWeb2012_1M	stn._790758	kapan <colloc span=-3>waktunya</colloc> untuk merasakan <node>bahagia</node> NA NA NA NA
ataupun	bahagia	'-3	corp_iWeb2012_1M	stn._804836	susah <colloc span=-3>ataupun</colloc> senang dalam <node>bahagia</node> ataupaun penderitaan NA NA
tipis	bahagia	'-3	corp_iWeb2012_1M	stn._810336	tersenyum <colloc span=-3>tipis</colloc> ia merasakan <node>bahagia</node> dalam hatinya karena telah
bukanlah	bahagia	'-3	corp_iWeb2012_1M	stn._815106	itu <colloc span=-3>bukanlah</colloc> bahaya tetapi <node>bahagia</node> NA NA NA NA
hidup	bahagia	'-3	corp_iWeb2012_1M	stn._821068	pendoman <colloc span=-3>hidup</colloc> dalam menuju <node>bahagia</node> yang disebut triwarga yaitu
hidup	bahagia	'-3	corp_iWeb2012_1M	stn._822948	manusia <colloc span=-3>hidup</colloc> pasti ingin <node>bahagia</node> namun bahagia bukanlah sebuah
ingin	bahagia	'-3	corp_iWeb2012_1M	stn._822948	pasti <colloc span=-3>ingin</colloc> bahagia namun <node>bahagia</node> bukanlah sebuah barang dagangan
ya	bahagia	'-3	corp_iWeb2012_1M	stn._826017	cah <colloc span=-3>ya</colloc> salib memberikan <node>bahagia</node> yang penuh NA NA
bersamaan	bahagia	'-3	corp_iWeb2012_1M	stn._830939	hampir <colloc span=-3>bersamaan</colloc> diliputi rasa <node>bahagia</node> sehubungan dengan kelahiran bayi-bayi
meyakini	bahagia	'-3	corp_iWeb2012_1M	stn._843259	serta <colloc span=-3>meyakini</colloc> bahwa puncak <node>bahagia</node> ternyata adalah berbagi bahagia
ternyata	bahagia	'-3	corp_iWeb2012_1M	stn._843259	bahagia <colloc span=-3>ternyata</colloc> adalah berbagi <node>bahagia</node> dengan orang yang ditakdirkan
cahaya	bahagia	'-3	corp_iWeb2012_1M	stn._845664	kukejar <colloc span=-3>cahaya</colloc> kukejar cahaya <node>bahagia</node> NA NA NA NA
juga	bahagia	'-3	corp_iWeb2012_1M	stn._852765	lin <colloc span=-3>juga</colloc> tidak diberikan <node>bahagia</node> harta pusaka yang ditinggalkan
malah	bahagia	'-3	corp_iWeb2012_1M	stn._869108	aku <colloc span=-3>malah</colloc> tersenyum penuh <node>bahagia</node> karena akhirnya bagian yang
senang	bahagia	'-3	corp_iWeb2012_1M	stn._902847	perasaan <colloc span=-3>senang</colloc> tenang dan <node>bahagia</node> NA NA NA NA
rasa	bahagia	'-3	corp_iWeb2012_1M	stn._903986	dengan <colloc span=-3>rasa</colloc> riang dan <node>bahagia</node> NA NA NA NA
imam	bahagia	'-3	corp_iWeb2012_1M	stn._906644	sang <colloc span=-3>imam</colloc> dalam keadaan <node>bahagia</node> dan plong melakukan shalat
ini	bahagia	'-3	corp_iWeb2012_1M	stn._907754	2011 <colloc span=-3>ini</colloc> saya merasakan <node>bahagia</node> sebagai anak perantau yaitu
tugas	bahagia	'-3	corp_iWeb2012_1M	stn._909311	tujuan <colloc span=-3>tugas</colloc> hidup mencari <node>bahagia</node> menutut allah NA NA
untuk	bahagia	'-3	corp_iWeb2012_1M	stn._911081	ceria <colloc span=-3>untuk</colloc> menunjukkan rasa <node>bahagia</node> ketika diberikan mainan atau
tujuan	bahagia	'-3	corp_iWeb2012_1M	stn._915345	kehidupan <colloc span=-3>tujuan</colloc> akhir adalah <node>bahagia</node> dunia dan di akhirat
seperti	bahagia	'-3	corp_iWeb2012_1M	stn._952353	psikologisnya <colloc span=-3>seperti</colloc> perasaan senang <node>bahagia</node> atau pun sedih NA
tenang	bahagia	'-3	corp_iWeb2012_1M	stn._952924	perasaan <colloc span=-3>tenang</colloc> nyaman dan <node>bahagia</node> ini tak akan berlangsung
perasaan	bahagia	'-3	corp_iWeb2012_1M	stn._973873	muncul <colloc span=-3>perasaan</colloc> positip seperti <node>bahagia</node> rasa senang puas merasa
dengan	bahagia	'-3	corp_iWeb2012_1M	stn._983164	NA <colloc span=-3>dengan</colloc> tema kunci <node>bahagia</node> dalam keluarga ibu tri
marah	bahagia	'-3	corp_iWeb2012_1M	stn._983791	kecewa <colloc span=-3>marah</colloc> jengkel atau <node>bahagia</node> merupakan hasil kerja pikiran
itu	bahagia	'-2	corp_iMxd2012_1M	stn._33882	penting dan <colloc span=-2>itu</colloc> kunci <node>bahagia</node> yang aku cari NA
dirinya	bahagia	'-2	corp_iMxd2012_1M	stn._34018	baik bagi <colloc span=-2>dirinya</colloc> semisal <node>bahagia</node> haqiqi menurutnya NA NA
antara	bahagia	'-2	corp_iMxd2012_1M	stn._37363	campur aduk <colloc span=-2>antara</colloc> rasa <node>bahagia</node> dan cemas NA NA
setitis	bahagia	'-2	corp_iMxd2012_1M	stn._38070	kenapa ada <colloc span=-2>setitis</colloc> rasa <node>bahagia</node> yang segera merasup kedalam
lagi	bahagia	'-2	corp_iMxd2012_1M	stn._42833	tak ada <colloc span=-2>lagi</colloc> rona <node>bahagia</node> sebagaimana tampak dalam foto
tenang	bahagia	'-2	corp_iMxd2012_1M	stn._48891	itu perasaan <colloc span=-2>tenang</colloc> dan <node>bahagia</node> terasa mengalir di tubuhnya
sedikit	bahagia	'-2	corp_iMxd2012_1M	stn._56976	tentannya ada <colloc span=-2>sedikit</colloc> rasa <node>bahagia</node> dan bercampur pula dengan
kekal	bahagia	'-2	corp_iMxd2012_1M	stn._68911	atau hidup <colloc span=-2>kekal</colloc> dalam <node>bahagia</node> NA NA NA NA
mengekspresikan	bahagia	'-2	corp_iMxd2012_1M	stn._72947	berbeda-beda saat <colloc span=-2>mengekspresikan</colloc> rasa <node>bahagia</node> NA NA NA NA
tidak	bahagia	'-2	corp_iMxd2012_1M	stn._77136	jelas aku <colloc span=-2>tidak</colloc> membutuhkan <node>bahagia</node> asalkan keluargaku semua sehat
berdaya	bahagia	'-2	corp_iMxd2012_1M	stn._78845	dia tidak <colloc span=-2>berdaya</colloc> menerima <node>bahagia</node> akhirnya punya anak dua
semua	bahagia	'-2	corp_iMxd2012_1M	stn._109576	balik itu <colloc span=-2>semua</colloc> konsep <node>bahagia</node> yang kekal adalah bahagia
kekal	bahagia	'-2	corp_iMxd2012_1M	stn._109576	bahagia yang <colloc span=-2>kekal</colloc> adalah <node>bahagia</node> yang tak bersyarat NA
puas	bahagia	'-2	corp_iMxd2012_1M	stn._130725	NA rasa <colloc span=-2>puas</colloc> dan <node>bahagia</node> memenuhi rongga dadaku NA
dan	bahagia	'-2	corp_iMxd2012_1M	stn._137251	memutuskan menikah <colloc span=-2>dan</colloc> meraih <node>bahagia</node> NA NA NA NA
bersama	bahagia	'-2	corp_iMxd2012_1M	stn._145130	ria tertawa <colloc span=-2>bersama</colloc> penuh <node>bahagia</node> NA NA NA NA
dia	bahagia	'-2	corp_iMxd2012_1M	stn._148497	aku memikirkan <colloc span=-2>dia</colloc> rasa <node>bahagia</node> meliputi seluruh diriku bagaikan
tidak	bahagia	'-2	corp_iMxd2012_1M	stn._150535	lagi kita <colloc span=-2>tidak</colloc> membutuhkan <node>bahagia</node> NA NA NA NA
timbulkan	bahagia	'-2	corp_iMxd2012_1M	stn._152944	bhiksu adalah <colloc span=-2>timbulkan</colloc> rasa <node>bahagia</node> dalam melayani timbulkan rasa
timbulkan	bahagia	'-2	corp_iMxd2012_1M	stn._152944	dalam melayani <colloc span=-2>timbulkan</colloc> rasa <node>bahagia</node> dalam berjuang mencapai cita-cita
memberikan	bahagia	'-2	corp_iMxd2012_1M	stn._161249	amal adalah <colloc span=-2>memberikan</colloc> rasa <node>bahagia</node> kepada orang lain NA
melahirkan	bahagia	'-2	corp_iMxd2012_1M	stn._164671	tetap bisa <colloc span=-2>melahirkan</colloc> rasa <node>bahagia</node> NA NA NA NA
bersalah	bahagia	'-2	corp_iMxd2012_1M	stn._169865	NA NA <colloc span=-2>bersalah</colloc> dalam <node>bahagia</node> NA NA NA NA
dan	bahagia	'-2	corp_iMxd2012_1M	stn._169910	akan hancur <colloc span=-2>dan</colloc> lenyap <node>bahagia</node> timbul setelah gelisah lenyap
jauh	bahagia	'-2	corp_iMxd2012_1M	stn._172877	harta tapi <colloc span=-2>jauh</colloc> dari <node>bahagia</node> sampai matinya NA NA
membiarkan	bahagia	'-2	corp_iMxd2012_1M	stn._184161	saya tidak <colloc span=-2>membiarkan</colloc> perasaan <node>bahagia</node> yang timbul dalam diri
sehat	bahagia	'-2	corp_iMxd2012_1M	stn._187710	dengan perasaan <colloc span=-2>sehat</colloc> dan <node>bahagia</node> pula NA NA NA
aku	bahagia	'-2	corp_iMxd2012_1M	stn._201532	apa tapi <colloc span=-2>aku</colloc> merasakan <node>bahagia</node> bila melihat wajah wajah
anugrah	bahagia	'-2	corp_iMxd2012_1M	stn._204822	dapati adalah <colloc span=-2>anugrah</colloc> namun <node>bahagia</node> atau sedih kadang hanya
juga	bahagia	'-2	corp_iMxd2012_1M	stn._214361	NA pelacur <colloc span=-2>juga</colloc> butuh <node>bahagia</node> kira-kira begitu nalarnya NA
dalam	bahagia	'-2	corp_iMxd2012_1M	stn._214395	NA NA <colloc span=-2>dalam</colloc> rasa <node>bahagia</node> tiba-tiba terselit rasa waswas
semacam	bahagia	'-2	corp_iMxd2012_1M	stn._215016	aku dihinggapi <colloc span=-2>semacam</colloc> perasasaan <node>bahagia</node> yang aneh sebuah rasa
sebuah	bahagia	'-2	corp_iMxd2012_1M	stn._215016	yang aneh <colloc span=-2>sebuah</colloc> rasa <node>bahagia</node> bentuk lain yang belum
untuk	bahagia	'-2	corp_iMxd2012_1M	stn._223042	epikurianisme hidup <colloc span=-2>untuk</colloc> mencari <node>bahagia</node> NA NA NA NA
meraih	bahagia	'-2	corp_iMxd2012_1M	stn._237048	untuk dapat <colloc span=-2>meraih</colloc> rasa <node>bahagia</node> tersebut NA NA NA
hanya	bahagia	'-2	corp_iMxd2012_1M	stn._239782	setiap saat <colloc span=-2>hanya</colloc> rasa <node>bahagia</node> nan indah yang menemani
saya	bahagia	'-2	corp_iMxd2012_1M	stn._256734	dan anak-anak <colloc span=-2>saya</colloc> sangat <node>bahagia</node> dimana ibu maria ada
menuju	bahagia	'-2	corp_iMxd2012_1M	stn._258105	perjalanan pulang <colloc span=-2>menuju</colloc> cakrawala <node>bahagia</node> dari saat-saat berharga kita
dan	bahagia	'-2	corp_iMxd2012_1M	stn._268166	banyak kesenangan <colloc span=-2>dan</colloc> rasa <node>bahagia</node> NA NA NA NA
dewi	bahagia	'-2	corp_iMxd2012_1M	stn._268824	dari seorang <colloc span=-2>dewi</colloc> pembawa <node>bahagia</node> menjadi seorang iblis yang
nyaman	bahagia	'-2	corp_iMxd2012_1M	stn._276703	menghadirkan rasa <colloc span=-2>nyaman</colloc> dan <node>bahagia</node> NA NA NA NA
lara	bahagia	'-2	corp_iMxd2012_1M	stn._285530	sedih duka <colloc span=-2>lara</colloc> bahkan <node>bahagia</node> NA NA NA NA
berikan	bahagia	'-2	corp_iMxd2012_1M	stn._297106	asa kau <colloc span=-2>berikan</colloc> selaksa <node>bahagia</node> kuharapkan setetes embun cinta
sejuta	bahagia	'-2	corp_iMxd2012_1M	stn._307012	memeluknya menyalurkan <colloc span=-2>sejuta</colloc> rasa <node>bahagia</node> karena berhasil mendapatkan hati
dilambung	bahagia	'-2	corp_iMxd2012_1M	stn._325499	ini sudah <colloc span=-2>dilambung</colloc> ombak <node>bahagia</node> NA NA NA NA
dalam	bahagia	'-2	corp_iMxd2012_1M	stn._329334	aku terbuai <colloc span=-2>dalam</colloc> alunan <node>bahagia</node> NA NA NA NA
ada	bahagia	'-2	corp_iMxd2012_1M	stn._330985	memandang aswin <colloc span=-2>ada</colloc> perasaan <node>bahagia</node> ditatap seperti itu NA
bersemadi	bahagia	'-2	corp_iMxd2012_1M	stn._351589	kekasihku akan <colloc span=-2>bersemadi</colloc> penuh <node>bahagia</node> dengan meninggalkan aku yang
mati	bahagia	'-2	corp_iMxd2012_1M	stn._356887	kita itu <colloc span=-2>mati</colloc> dalam <node>bahagia</node> begitu lho NA NA
ada	bahagia	'-2	corp_iMxd2012_1M	stn._358518	itu macam2 <colloc span=-2>ada</colloc> senang <node>bahagia</node> tergila-gila sedih marah kecewa
derita	bahagia	'-2	corp_iMxd2012_1M	stn._369972	tak mengenal <colloc span=-2>derita</colloc> dan <node>bahagia</node> NA NA NA NA
mereka	bahagia	'-2	corp_iMxd2012_1M	stn._372206	asuhan bayi <colloc span=-2>mereka</colloc> menyuarakan <node>bahagia</node> hati dengan canda riang
terasa	bahagia	'-2	corp_iMxd2012_1M	stn._376149	NA NA <colloc span=-2>terasa</colloc> perasaan <node>bahagia</node> menyelinap ke dalam jiwaku
adalah	bahagia	'-2	corp_iMxd2012_1M	stn._380076	dari kekeluargaan <colloc span=-2>adalah</colloc> perasaan <node>bahagia</node> dari kader di ldk
karena	bahagia	'-2	corp_iMxd2012_1M	stn._399938	suaraku bergetar <colloc span=-2>karena</colloc> rasa <node>bahagia</node> ini begitu membuncah NA
hangat	bahagia	'-2	corp_iMxd2012_1M	stn._403445	dipenuhi rasa <colloc span=-2>hangat</colloc> dan <node>bahagia</node> NA NA NA NA
dan	bahagia	'-2	corp_iMxd2012_1M	stn._412039	rindu cerita <colloc span=-2>dan</colloc> rasa <node>bahagia</node> dengan abah dan ibundanya
apa	bahagia	'-2	corp_iMxd2012_1M	stn._442894	kuberi nama <colloc span=-2>apa</colloc> perasaan <node>bahagia</node> ini NA NA NA
kemudian	bahagia	'-2	corp_iMxd2012_1M	stn._456482	NA sesaat <colloc span=-2>kemudian</colloc> rona <node>bahagia</node> di wajahnya tak terlihat
jo	bahagia	'-2	corp_iMxd2012_1M	stn._483465	bosnya membuat <colloc span=-2>jo</colloc> diliputi <node>bahagia</node> NA NA NA NA
teryata	bahagia	'-2	corp_iMxd2012_1M	stn._494404	NA NA <colloc span=-2>teryata</colloc> rasa <node>bahagia</node> itu hanya sesaat saja
berpendapat	bahagia	'-2	corp_iMxd2012_1M	stn._497709	juga yang <colloc span=-2>berpendapat</colloc> bahwa <node>bahagia</node> itu dapat dibeli NA
itu	bahagia	'-2	corp_iMxd2012_1M	stn._501478	 ketika <colloc span=-2>itu</colloc> bunga2 <node>bahagia</node> sudah tumbuh mekar di
sambil	bahagia	'-2	corp_iMxd2012_1M	stn._518787	ke angkasa <colloc span=-2>sambil</colloc> memberi <node>bahagia</node> kepada makhluk manusia di
tersenyum	bahagia	'-2	corp_iMxd2012_1M	stn._522232	tetapi bibirnya <colloc span=-2>tersenyum</colloc> penuh <node>bahagia</node> NA NA NA NA
penuh	bahagia	'-2	corp_iMxd2012_1M	stn._543216	mereka menangis <colloc span=-2>penuh</colloc> rasa <node>bahagia</node> NA NA NA NA
karena	bahagia	'-2	corp_iMxd2012_1M	stn._546678	tidak sabar <colloc span=-2>karena</colloc> perasaan <node>bahagia</node> sehingga aku datang terlalu
akan	bahagia	'-2	corp_iMxd2012_1M	stn._563096	memukul tidak <colloc span=-2>akan</colloc> melahirkan <node>bahagia</node> NA NA NA NA
bilang	bahagia	'-2	corp_iMxd2012_1M	stn._565856	juga yang <colloc span=-2>bilang</colloc> bahwa <node>bahagia</node> itu hanya untuk dirasakan
larut	bahagia	'-2	corp_iMxd2012_1M	stn._566343	NA semua <colloc span=-2>larut</colloc> dalam <node>bahagia</node> dan gembira NA NA
itu	bahagia	'-2	corp_iMxd2012_1M	stn._576381	tujuan hidup <colloc span=-2>itu</colloc> adalah <node>bahagia</node> NA NA NA NA
duka	bahagia	'-2	corp_iMxd2012_1M	stn._600064	tak mengenal <colloc span=-2>duka</colloc> maupun <node>bahagia</node> NA NA NA NA
cinta	bahagia	'-2	corp_iMxd2012_1M	stn._610213	ingin memadu <colloc span=-2>cinta</colloc> penuh <node>bahagia</node> di jalan yang lurus
penuh	bahagia	'-2	corp_iMxd2012_1M	stn._611125	taehyun tersenyum <colloc span=-2>penuh</colloc> rasa <node>bahagia</node> NA NA NA NA
mmberikan	bahagia	'-2	corp_iMxd2012_1M	stn._616902	 farel <colloc span=-2>mmberikan</colloc> resep <node>bahagia</node> rt nya pada aldo
memancarkan	bahagia	'-2	corp_iMxd2012_1M	stn._622483	ketika anda <colloc span=-2>memancarkan</colloc> perasaan-perasaan <node>bahagia</node> perasaan itu akan dikirim
yang	bahagia	'-2	corp_iMxd2012_1M	stn._627845	ada tangisan <colloc span=-2>yang</colloc> membawa <node>bahagia</node> untuk selama-lamanya NA NA
dilambungkan	bahagia	'-2	corp_iMxd2012_1M	stn._643129	kini sedang <colloc span=-2>dilambungkan</colloc> perasaan <node>bahagia</node> yang luar biasa NA
pacul	bahagia	'-2	corp_iMxd2012_1M	stn._653576	 si <colloc span=-2>pacul</colloc> adakah <node>bahagia</node> lain selain kemakmuran bersama
pembawa	bahagia	'-2	corp_iMxd2012_1M	stn._659257	mencegah si <colloc span=-2>pembawa</colloc> sejuta <node>bahagia</node> yang mampu memindahkan gunung
dengan	bahagia	'-2	corp_iMxd2012_1M	stn._669394	pada suami <colloc span=-2>dengan</colloc> perasaan <node>bahagia</node> dan mela - hirkan
dengan	bahagia	'-2	corp_iMxd2012_1M	stn._669394	buah cinta <colloc span=-2>dengan</colloc> perasaan <node>bahagia</node> dan bangga NA NA
bersama	bahagia	'-2	corp_iMxd2012_1M	stn._673690	NA bila <colloc span=-2>bersama</colloc> mengundang <node>bahagia</node> bila berjauhan menggamit rindu
hidupnya	bahagia	'-2	corp_iMxd2012_1M	stn._676960	hampir sepanjang <colloc span=-2>hidupnya</colloc> diliputi <node>bahagia</node> sukses dan menarik NA
cemburu	bahagia	'-2	corp_iMxd2012_1M	stn._691182	membuncah perasaan <colloc span=-2>cemburu</colloc> kaget <node>bahagia</node> juga sedih NA NA
juga	bahagia	'-2	corp_iMxd2012_1M	stn._695632	wiwik ponirah <colloc span=-2>juga</colloc> butuh <node>bahagia</node> NA NA NA NA
penuh	bahagia	'-2	corp_iMxd2012_1M	stn._698286	kedatanganku dengan <colloc span=-2>penuh</colloc> rasa <node>bahagia</node> luar biasa NA NA
ceria	bahagia	'-2	corp_iMxd2012_1M	stn._706293	yang penuh <colloc span=-2>ceria</colloc> dan <node>bahagia</node> NA NA NA NA
diantara	bahagia	'-2	corp_iMxd2012_1M	stn._715755	NA bahwa <colloc span=-2>diantara</colloc> resep <node>bahagia</node> adalah melihat orang yang
baik	bahagia	'-2	corp_iMxd2012_1M	stn._720228	moral yang <colloc span=-2>baik</colloc> mengakibatkan <node>bahagia</node> yang sejati NA NA
menyerahkan	bahagia	'-2	corp_iMxd2012_1M	stn._724138	laut harus <colloc span=-2>menyerahkan</colloc> ruang <node>bahagia</node> yang sangat penting untuk
disimbah	bahagia	'-2	corp_iMxd2012_1M	stn._724339	NA hatiku <colloc span=-2>disimbah</colloc> rasa <node>bahagia</node> bila bercakap tentang akid
tenteram	bahagia	'-2	corp_iMxd2012_1M	stn._741515	rasa tenang <colloc span=-2>tenteram</colloc> dan <node>bahagia</node> dalam keluarga NA NA
menyembunyikan	bahagia	'-2	corp_iMxd2012_1M	stn._750613	tak bisa <colloc span=-2>menyembunyikan</colloc> rasa <node>bahagia</node> ku akhirnya riwayat ku
lembut	bahagia	'-2	corp_iMxd2012_1M	stn._760556	membisikkan dengan <colloc span=-2>lembut</colloc> curahan <node>bahagia</node> kehamilannya sambil melekatkan tangan
dengan	bahagia	'-2	corp_iMxd2012_1M	stn._763570	melanjutkan sarapnnya <colloc span=-2>dengan</colloc> perasaan <node>bahagia</node> NA NA NA NA
menyemburatkan	bahagia	'-2	corp_iMxd2012_1M	stn._778368	inilah yang <colloc span=-2>menyemburatkan</colloc> rona <node>bahagia</node> di muka anak bungsu
rasa	bahagia	'-2	corp_iMxd2012_1M	stn._784452	lagi mengandung <colloc span=-2>rasa</colloc> mengharap <node>bahagia</node> dunia maya NA NA
takkan	bahagia	'-2	corp_iMxd2012_1M	stn._799402	NA NA <colloc span=-2>takkan</colloc> tercipta <node>bahagia</node> di sana NA NA
punya	bahagia	'-2	corp_iMxd2012_1M	stn._803485	tidak pernah <colloc span=-2>punya</colloc> ekspresi <node>bahagia</node> sebelumnya NA NA NA
namun	bahagia	'-2	corp_iMxd2012_1M	stn._805364	sangat lelah <colloc span=-2>namun</colloc> rasa <node>bahagia</node> itu mampu mengatasi rasa
dengan	bahagia	'-2	corp_iMxd2012_1M	stn._814834	para panglimanya <colloc span=-2>dengan</colloc> rasa <node>bahagia</node> sedih dan duka yang
yang	bahagia	'-2	corp_iMxd2012_1M	stn._822150	penguasa satu-satunya <colloc span=-2>yang</colloc> penuh <node>bahagia</node> raja di atas segala
tetapi	bahagia	'-2	corp_iMxd2012_1M	stn._822291	pedih terasa <colloc span=-2>tetapi</colloc> ada <node>bahagia</node> yang membuncah NA NA
positif	bahagia	'-2	corp_iMxd2012_1M	stn._829197	dan perasaan <colloc span=-2>positif</colloc> dan <node>bahagia</node> ketika memikirkan hal tersebut
dipenuhi	bahagia	'-2	corp_iMxd2012_1M	stn._842420	NA NA <colloc span=-2>dipenuhi</colloc> rasa <node>bahagia</node> dan tak dapat merasa
hidup	bahagia	'-2	corp_iMxd2012_1M	stn._850138	dari tujuan <colloc span=-2>hidup</colloc> selain <node>bahagia</node> NA NA NA NA
ada	bahagia	'-2	corp_iMxd2012_1M	stn._856265	sungguh tak <colloc span=-2>ada</colloc> perasaan <node>bahagia</node> di hatiku selain kehadiranmu
